ID,Genero,Años,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes
173,F,35,Soltero,Profesor,Sector privado,Samsung S6 EDGE,10,7,No,31,1,31,0,15
117,F,30,Casado,Ingeniero biomedico,Sector privado,Casper,5,4,Si,50,1,1,0,7
198,M,50,Soltero,Servidor publico,Institucion publica,Samsung j,5,3,No,7,30,1,0,15
204,M,24,Soltero,Cajero,Sector privado,Smartphone,5,3,Si,1,1,1,0,0
39,M,40,Soltero,Matematico,Sector privado,Samsung,5,3,Si,7,,15,31,15
106,F,40,Soltero,Profesor,Institucion publica,Samsung,10,,No,1,50,1,0,15
184,M,35,Casado,Profesor,Institucion publica,Smartphone,10,0,Si,31,50,0,1,0
126,M,35,Casado,Desempleados,Desempleados,LG,10,6,Si,50,30,15,0,7
131,M,50,Casado,AlumNo,Desempleados,Samsung S7+,0,,Si,31,7,0,0,15
3,M,24,Soltero,,Institucion publica,General Mobile,10,7,Si,7,31,15,0,0
88,,35,Casado,AlumNo,Sector privado,SONY XPER?A 75,10,0,Si,31,7,1,0,31
102,M,50,Soltero,Minero,Sector privado,Iphone 5S,5,3,No,50,30,0,0,4
158,F,24,Soltero,adquisitivo,Desempleados,SONY XPER?A 75,5,6,No,0,1,0,0,4
108,F,35,Casado,Contador,Institucion publica,Iphone 6+,10,3,Si,4,0,1,0,0
134,M,45,Casado,Servidor publico,Sector privado,LG G2,15,3,Si,7,31,1,1,7
134,M,24,Casado,Analista de informacion,Sector privado,LG G4,10,3,No,7,7,1,0,7
86,F,50,Casado,Profesor,Desempleados,LG G3,10,3,Si,31,,1,30,0
175,M,30,Soltero,Enfermera,Sector privado,Samsung,0,3,Si,1,7,0,0,0
24,M,24,Casado,Ingeniero de informacion,,Iphone 6S,5,7,Si,7,30,1,15,0
137,F,35,Casado,Profesor,Institucion publica,Samsung,5,3,No,31,0,15,0,0
2,F,30,Casado,Profesor,Sector privado,Samsung,5,0,No,31,50,1,1,7
119,F,40,Casado,Ingenieria en computacion,Institucion publica,Samsung S6 EDGE,5,3,Si,31,50,0,0,31
121,F,24,Soltero,Profesor,Sector privado,Asus ZenFone,5,0,Si,0,1,1,0,1
32,M,30,Casado,,Desempleados,Samsung,5,7,Si,,7,1,1,7
67,M,30,Casado,Matematico,Sector privado,Asus ZenFone Selfie,5,3,No,7,50,1,1,0
227,F,35,Casado,Servidor publico,Institucion publica,Iphone 7,10,3,No,50,1,15,0,1
167,M,24,Casado,Ingenieria en computacion,Institucion publica,Asus,10,0,Si,0,30,1,15,0
234,F,24,Casado,Ingenieria en computacion,Institucion publica,Samsung S6 EDGE,5,3,No,1,31,0,0,1
217,M,50,Soltero,Servidor publico,Sector privado,Iphone 7,0,0,Si,0,7,1,0,1
163,F,30,Soltero,,Institucion publica,Iphone 6,5,3,No,50,7,15,0,7
195,F,30,Casado,Servidor publico,Institucion publica,Samsung,10,7,No,7,0,0,0,0
180,F,40,Casado,Servidor publico,Institucion publica,Samsung Note 4,5,0,No,1,4,0,0,7
87,M,24,Soltero,Ingeniero,Institucion publica,LG,10,3,Si,31,50,,0,1
170,M,30,Casado,Ingeniero,Sector privado,Iphone 6S+,5,6,Si,4,7,0,31,35
167,F,35,Casado,Ingenieria en computacion,Sector privado,Iphone 6+,10,6,No,1,7,31,0,15
213,M,35,Soltero,Profesor,Sector privado,Iphone ,5,3,No,0,,1,0,7
60,F,30,Casado,Servidor publico,Institucion publica,VODEFONE SMART 6,10,0,No,7,7,1,0,0
226,M,50,Casado,Ingeniero de software,Sector privado,Iphone 6,15,0,No,7,0,0,1,7
18,M,24,Soltero,Psicologo,Sector privado,Samsung,10,7,Si,7,4,1,0,31
74,F,24,Casado,AlumNo,Desempleados,Iphone ,5,5,Si,31,50,31,31,1
184,F,24,Casado,adquisitivo,Desempleados,Iphone 6+,10,3,Si,31,7,1,0,0
243,F,35,Soltero,Ingeniero de software,Institucion publica,Iphone ,10,0,No,4,50,1,15,0
95,M,50,Casado,Ingeniero de software,Sector privado,Samsung,5,3,Si,1,7,1,0,15
98,M,30,Casado,,Sector privado,Samsung Note 3,10,7,No,0,1,1,1,31
10,F,35,Casado,Ingeniero de informacion,Sector privado,Iphone 6S,5,3,Si,50,4,1,0,31
53,M,24,Soltero,Desempleados,Sector privado,Nokia,5,0,Si,7,7,31,0,15
244,M,24,Casado,Enfermera,Institucion publica,Smartphone,10,3,Si,4,50,1,0,15
138,F,24,Casado,Ingenieria en computacion,Sector privado,Samsung S3,0,6,No,1,,0,0,0
186,M,50,Soltero,Ingeniero electronico,Sector privado,SAMSUNG S6,5,6,Si,31,7,1,0,0
10,M,24,Soltero,,Institucion publica,,15,3,No,1,1,0,0,1
53,F,50,,Servidor publico,Institucion publica,HTC ,5,3,No,,,0,1,
233,F,30,Soltero,Desempleados,,,10,7,Si,30,7,0,0,15
194,M,35,Casado,AlumNo,Institucion publica,Iphone 6,5,0,No,50,31,1,0,0
128,F,45,Soltero,,Institucion publica,Samsung S6,10,6,Si,7,0,1,15,0
152,M,35,Casado,Ingeniero de software,Institucion publica,SAMSUNG S6,15,3,Si,31,0,0,0,0
89,M,30,Casado,Ingeniero,Institucion publica,,0,3,Si,4,1,31,15,1
129,F,,Soltero,Cajero,Institucion publica,LG G3,10,4,No,0,31,0,15,0
186,M,24,Soltero,Ingeniero,Institucion publica,Samsung,5,0,No,1,1,0,0,1
175,M,35,Soltero,Profesor,Institucion publica,Iphone ,5,3,No,1,31,0,15,1
157,M,30,Casado,Ingeniero,Institucion publica,Iphone 6,5,0,No,,7,15,0,1
27,F,30,Casado,Ingenieria en computacion,Institucion publica,Samsung,10,3,Si,1,0,1,15,15
198,M,24,Soltero,Ingenieria en computacion,Institucion publica,Samsung 7+ Edge,5,0,No,1,0,1,0,15
98,M,35,Soltero,Desempleados,Desempleados,,0,4,Si,7,1,1,0,0
18,M,30,Casado,Desempleados,Sector privado,Samsung,10,6,Si,31,7,31,0,1
250,M,24,Casado,Profesor,Sector privado,Iphone ,5,3,Si,0,50,1,0,31
161,F,24,Casado,Profesor,Institucion publica,Samsung Note 4,5,4,Si,31,0,15,0,31
112,F,50,Casado,Ingeniero,Sector privado,Samsung,10,4,No,1,1,1,0,0
26,M,35,Casado,entrenador,Sector privado,Nokia,10,0,Si,0,1,0,1,4
217,F,24,Soltero,Profesor,Sector privado,LG G4,5,6,No,31,7,31,0,15
45,M,35,Casado,Ingeniero de software,Sector privado,Iphone,5,3,Si,1,4,1,0,15
111,F,30,Casado,AlumNo,Sector privado,Samsung S3,0,3,No,1,50,31,7,7
226,M,30,Casado,,Institucion publica,Galaxy S4,5,6,No,31,30,0,0,31
243,F,35,Casado,Profesor,Sector privado,Sony,0,7,No,31,30,1,15,0
222,M,30,Soltero,Servidor publico,Sector privado,Asus,5,3,Si,1,0,,1,1
55,M,24,Casado,Ingeniero,Sector privado,Samsung,5,6,Si,31,7,1,0,0
168,,30,Casado,Ingeniero,Desempleados,,5,3,Si,0,0,0,0,7
160,M,50,Casado,Servidor publico,Sector privado,Iphone ,10,,No,0,50,1,0,15
51,F,30,Casado,Servidor publico,Institucion publica,Samsung S7+,,4,Si,31,7,0,0,0
175,M,35,Soltero,Ingenieria en computacion,Institucion publica,Smartphone,6,7,Si,1,31,15,0,30
100,M,45,Casado,Profesor,Sector privado,Casper,5,3,Si,31,0,1,0,31
77,M,30,Soltero,Desempleados,Sector privado,Smartphone,5,3,Si,0,4,0,0,30
101,F,30,Soltero,Profesor,Sector privado,Samsung,5,0,Si,31,50,1,0,7
198,M,30,Casado,Ingeniero,Institucion publica,Iphone 5S,5,3,Si,0,1,1,0,1
25,M,35,Casado,Desempleados,Sector privado,ASUS,5,3,No,7,50,1,0,31
179,M,40,Soltero,Profesor,Sector privado,Iphone ,10,,Si,0,1,0,15,1
222,M,30,Casado,Profesor,Institucion publica,LG G2,5,3,Si,31,31,0,0,
238,F,35,Casado,Servidor publico,Desempleados,Iphone 5,15,4,No,0,4,1,0,31
152,M,35,Soltero,Profesor,Institucion publica,Iphone,0,,Si,30,7,15,15,15
